dispatch_logic_name,break_point,large_airtanker,hand_crew,dozer,engines,air_boat,fire_boat,helicopter,helitack_crew,scooper_or_seat,smoke_jumper_aircraft,smoke_jumper,tractor_plow,water_tender
EA_MI_002Manistee,3,,,3,8,,,1,1,,,,,
EA_MN_001SUP-_Non_Blowdown,3,,1,,0,,1,2,2,2,,,,
EA_MN_001SUP-East -Blowdown,3,,1,,0,,1,2,2,2,,,,
EA_MN_001SUP_West-Blowdown,3,,1,,2,,1,3,3,1,,,,
EA_MN_001Crane Medows,3,,,,4,,,,1,,,,,
EA_MN_001SUP_West-Ely,3,,0,,3,,1,2,2,0,1,1,,
EA_MN_001SUP_West-Laurention,3,,0,,3,,1,2,2,0,,,,1
EA_MN_001Fond Du Lac,3,,0,,1,,,,,,,,,
EA_MN_001SUP-East,3,,1,,3,,1,2,2,,,,,1
EA_MN_001Chippewa,3,,1,,4,,,,,1,,,,2
EA_MN_001Sherburne,3,,,,4,,,,2,1,,,,1
EA_MN_001BIA Woodland,3,,0,,2,,,,,,,,,
EA_MN_001Voygers,3,,1,,0,,1,2,2,1,,,,
EA_MN_001Rice Lake,3,,,,4,,,,1,,,,,
EA_MN_002FWS-SE,3,,,0,2,,,,0,0,,,,
EA_MN_002FWS_Morris,3,,,0,4,,,,0,0,,,,
EA_MN_002Red Lake,3,,,1,5,,,,1,1,,,,2
EA_MN_002White Earth,3,,,0,6,,,,0,0,,,,2
EA_MN_002FWS_Litchfield,3,,,0,4,,,,0,0,,,,2
EA_MN_002FWS_Fergus Fall,3,,,0,4,,,,0,0,,,,
EA_MN_002FWS-MNBND,3,,,0,4,,,,0,0,,,,
EA_MN_002Agassiz,3,,,1,4,,,,1,1,,,,2
EA_MN_002FWS_Windom,3,,,0,3,,,,0,0,,,,
EA_MN_002FWS-MNMVR,3,,,0,4,,,,0,0,,,,
EA_NJ_001NY Logic 5 FDL,3,,,,6,,,,1,,,,,1
EA_NJ_001North NJ Logic 5 FDL,3,,1,0,4,,,0,1,1,,,,1
EA_NJ_001South NJ Logic 5 FDL,3,,,,6,,,,1,1,,,1,1
RM_CO_007Deadman South,3,0,3,,4,,,,1,1,1,3,,2
RM_CO_007Clear Creek,3,0,3,,4,,,,1,1,1,3,,2
RM_CO_007Divide North,3,0,3,,4,,,,1,1,1,3,,2
RM_CO_007Boulder Flats South,3,0,3,,4,,,,1,1,1,3,,2
RM_CO_007Big Thompson North,3,0,3,,4,,,,1,1,1,3,,2
RM_CO_007Deadman North,3,0,3,,4,,,,1,1,1,3,,2
RM_CO_007Sulphur North,3,0,3,,4,,,,1,1,1,3,,2
RM_CO_007Grasslands,3,0,2,,4,,,,1,,,,,2
RM_CO_007Boulder Flats North,3,0,3,,4,,,,1,1,1,3,,2
RM_CO_007Sulphur South,3,0,3,,4,,,,1,1,1,3,,2
RM_CO_007Divide South,3,0,3,,4,,,,1,1,1,3,,2
RM_CO_007Big Thompson South,3,0,3,,4,,,,1,1,1,3,,2
EA_OH_001WNF1,3,,1,0,3,,,,,,,,,
EA_OH_001Basic,3,,1,,3,,,,,,,,,
EA_PA_001Test,3,,,,4,,,,,,,,,
EA_PA_001Allegheny,3,,2,,4,,,,,1,,,,
EA_PA_001NPS,3,,,,4,,,,,,,,,1
EA_PA_001FWS Erie,3,,,,4,,,,,1,,,,1
EA_WI_002NW FMU FWS,3,,,,2,,,,,,,,1,1
EA_WI_002So_FMU_BIA_W,3,,,,2,,,,,,,,1,1
EA_WI_002So FMU FWS FWA,3,,,,1,,,,,,,,1,1
EA_WI_002NW_FMU_BIA_E_FWA,3,,,,2,,,,,,,,1,1
EA_WI_002NW_FMU_BIA_W_FWA,3,,,,2,,,,,,,,1,1
GB_ID_004Critical,3,1,1,1,5,0,0,3,1,1,0,0,0,1
GB_ID_004Urban Interface,3,1,1,1,5,0,0,3,1,1,0,0,0,1
GB_ID_004Conditional,3,0,1,1,3,0,0,3,1,1,0,0,0,1
RM_CO_002standard,3,1,1,2,3,,,1,1,1,,,,1
RM_CO_002Minimum Impact,3,1,1,0,3,,,1,1,1,,,,1
RM_CO_003ENG 2nd at FDL2,3,,1,,3,,,1,1,1,,,,
RM_CO_003HELI+ENG at FDL1,3,,1,,3,,,1,1,1,,,,0
RM_CO_003MVP Area,3,,1,,3,,,1,1,1,,,,1
RM_CO_003Dolores North,3,,1,,3,,,1,1,1,,,,
RM_CO_003CRW 2nd at FDL2,3,,2,,2,,,1,1,1,,,,
RM_CO_003HELI+ENG FDL1 COL,3,,2,,2,,,1,1,1,,,,0
RM_CO_004General Forest,3,1,3,,4,,,2,1,1,,,,1
RM_CO_004WUI,3,1,3,,6,,,2,1,1,,,,2
RM_CO_004WFU,3,1,3,,3,,,2,1,,,,,1
RM_CO_005Standard,3,1,3,,4,,0,6,1,2,1,8,,1
RM_CO_005Douglas Pass,3,1,3,,3,,0,6,1,2,2,12,,0
RM_CO_005Interface,3,1,3,,5,,0,6,1,2,0,0,,2
RM_CO_0052 eng low fil,3,1,3,,4,,0,6,1,2,2,4,,1
RM_CO_005Routt,3,1,4,,4,,0,6,1,2,1,8,,1
RM_CO_005DinoNPS,3,1,3,,3,,0,6,2,2,2,12,,0
RM_CO_005WSA,3,0,3,,2,,0,6,1,0,2,12,,0
RM_CO_006Standard,3,1,1,,2,,,1,1,1,1,2,,1
RM_CO_006Test2,3,2,4,,16,,,3,3,3,2,2,,3
RM_CO_006WalkIns,3,1,1,,1,,,1,1,1,1,2,,1
RM_CO_006pj_sig_3_level,3,1,1,,2,,,1,1,1,1,3,,1
RM_CO_008All BIA Ramp 2,3,1,1,1,6,,,2,1,1,,,,1
RM_KS_001BI FM L 5 FDL,3,,,,6,,,,,,,,,1
RM_NE_001Niobrara Suppress,3,,,,8,,,,,,,,,1
RM_NE_001Bessey Suppress,3,,1,,8,,,,,,,,,1
RM_NE_001Crescent Suppress,3,,,,8,,,,,,,,,1
RM_NE_001Suppression,3,,1,,8,,,,,1,,,,1
RM_NE_001NE State Suppress NW,3,,,,4,,,,,1,,,,
RM_NE_001McKelvie Suppress,3,,1,,8,,,,,,,,,1
RM_NE_001ONG Suppression,3,,1,,10,,,,,1,,,,1
RM_NE_001Soldier Cr Suppress,3,,2,,10,,,,,1,,,,1
RM_NE_001Valentine Suppress,3,,,,8,,,,,,,,,1
RM_NE_001Agate Suppress,3,,1,,4,,,,,1,,,,1
RM_NE_001Scottsbluff Suppress,3,,2,,10,,,,,1,,,,1
RM_NE_001North Platte Suppres,3,,,,8,,,,,1,,,,1
RM_NE_001NE State Supp. Other,3,,,,4,,,,,1,,,,
RM_SD_001Suppression,3,1,3,,4,,,1,1,1,,0,,2
RM_SD_001Suppression_WIn,3,1,3,,4,,,1,1,1,,0,,2
RM_SD_00301-24-12,3,,,,7,,,,,1,,,,1
EA_WI_001AIP_1,3,,,,0,,2,,,,,,,
EA_WI_001MTE_1,3,,,3,8,,,,,,,,,1
EA_WI_001WDNR_1,3,,,8,15,,,,,,,,,8
EA_WI_001Cheni,3,,,1,9,,,0,1,,,,,0
EA_WI_001Cheni_2,3,,,1,7,,,0,1,,,,,0
EA_IL_001Test 1,3,,1,,3,,,,,,,,1,7
EA_IL_001Southern FMU,3,,1,0,3,,,,,,,,1,1
EA_IL_001Midewin,3,,1,0,4,,,,,,,,0,1
NR_MT_008Northern Cheyenne BI,3,0,0,1,4,0,0,3,1,0,0,0,0,0
NR_MT_008Options Run,3,1,0,1,2,0,0,3,1,4,1,4,0,1
RM_CO_001Wilderness,3,,0,,2,,,0,0,,,,,
RM_CO_001FLENGTH_Suppression,3,1,2,,6,,,3,1,2,,,,2
RM_CO_001ROS Suppression,3,1,2,,6,,,3,1,2,,,,2
RM_WY_003Timber/Grass mix,3,1,2,,4,,,1,1,,2,2,,1
RM_WY_003Sage/Grass,3,1,2,,4,,,1,1,,,,,1
RM_WY_003Timber,3,1,3,,4,,,1,1,,2,2,,1
EA_MO_001Mark Twain,4,,4,1,3,,,2,1,,,,1,
EA_NH_001FPU16 General Logic,4,,2,1,8,,,,1,,,,,1
EA_WV_001MOF_all,4,,6,1,8,,,,1,,,,,
EA_WV_001MOF_limited Eq use,4,,6,1,8,,,,1,,,,,
EA_WV_001MOF_wilderness_CRV,4,,8,,4,,,,1,,,,,
EA_WV_001NPS all,4,,6,0,9,,,,1,,,,,
NW_WA_004TBR Dispatch,4,,,,,,,,,,,,,
NW_WA_004COF Roaded,4,,,,,,,,,,,,,
NW_WA_004COF WILD/Roadless,4,,,,,,,,,,,,,
CA_CA_002Limited Access,4,,,,,,,,,,,,,
CA_CA_002LVNP Wilderness,4,,,,,,,,,,,,,
CA_CA_002LVNP General Forest,4,,,,,,,,,,,,,
CA_CA_002High Wilderness,4,,,,,,,,,,,,,
CA_CA_002General Forest/Range,4,,,,,,,,,,,,,
CA_CA_007High Elev NonWild,4,,,,,,,,,,,,,
CA_CA_007Other,4,,,,,,,,,,,,,
CA_CA_007Wilderness,4,,,,,,,,,,,,,
CA_CA_007WUI,4,,,,,,,,,,,,,
CA_CA_015CA FPU 15 WUI,4,,,,,,,,,,,,,
CA_CA_011WUI,4,,,,,,,,,,,,,
CA_CA_011Other,4,,,,,,,,,,,,,
CA_CA_011Wilderness,4,,,,,,,,,,,,,
NW_OR_001Siuslaw North,4,,,,,,,,,,,,,
NW_OR_001Siuslaw South,4,,,,,,,,,,,,,
NW_OR_001Forest Access 2,4,2,8,,4,,,,1,,,,,
NW_OR_001Wilderness 2,4,,8,,3,,,,1,,2,8,,
NW_OR_001Northwest 2,4,1,,1,6,,,,1,,,,,1
NW_OR_001Southwest 2,4,1,,1,6,,,,1,,,,,1
NW_OR_004Wild Study Area,4,,2,0,3,,,,,,,,,1
NW_OR_004WS WUI,4,,1,1,4,,,1,1,,,,,1
NW_OR_004WS Timber,4,,,,5,,,2,1,,,,,1
NW_OR_004General Forest,4,1,3,2,5,,,3,1,,1,4,,2
NW_OR_004WUI,4,1,2,2,3,,,3,1,,,,,1
NW_OR_004Juniper Sage,4,2,1,1,2,,,3,1,,,,,2
NW_OR_004Wilderness,4,,2,,2,,,3,1,,1,4,,
NW_OR_004WS ConditionUse,4,,,,2,,,3,1,,1,2,,
NW_OR_005H1-SP,4,2,5,2,6,,,4,2,1,,,,1
NW_OR_005P1/P2,4,2,5,2,5,,,5,2,1,1,5,,1
NW_OR_005NF-1/NF-1SP,4,1,5,2,6,,,4,1,1,,,,1
NW_OR_005WW-1,4,2,6,,2,,,5,2,1,1,5,,
NW_OR_005WildernessUMF,4,1,5,,2,,,4,2,1,1,5,,
NW_OR_005PDT-1,4,2,4,2,9,,,2,1,1,,,,2
NW_OR_005Mission WUI,4,1,2,1,10,,,0,1,1,,,,2
NW_OR_005WW2/2A,4,2,5,2,5,,,4,2,1,1,5,,1
NW_OR_006base2,4,1,1,1,4,,,4,1,1,,,,1
NW_OR_006brown,4,1,1,1,4,,,4,1,1,,,,1
NW_OR_006OE SMA,4,1,1,0,4,,,4,1,1,,,,1
NW_OR_006base,4,1,1,1,4,,,4,1,1,,,,1
NW_OR_006Ironside,4,2,1,1,6,,,4,1,2,,,,1
NW_OR_007Silver,4,1,2,2,4,,,3,1,2,,,,1
NW_OR_007Alvord North,4,1,2,2,5,,,4,1,2,,,,1
NW_OR_007Diamond,4,,1,1,4,,,3,1,2,,,,1
NW_OR_007Guano,4,,,2,4,,,3,1,1,,,,1
NW_OR_007Thousand/Virgin,4,,,1,4,,,3,1,2,,,,1
NW_OR_007Upper Malheur,4,1,2,2,4,,,3,1,1,,,,1
NW_OR_007Home Creek,4,,2,,2,,,5,1,1,1,4,,
NW_OR_007Lakes,4,1,1,2,4,,,3,1,2,,,,1
NW_OR_007Silvies,4,1,2,2,5,,,4,1,2,,,,1
NW_OR_007Snow Mountian North,4,1,2,2,4,,,4,1,2,1,4,,1
NW_OR_007Snow Mountain South,4,1,2,2,4,,,4,1,2,,,,1
NW_OR_007Steens,4,,2,,,,,5,1,2,1,4,,
NW_OR_008Desert,4,,,,,,,,,,,,,
NW_OR_008Timber Special,4,,,,,,,,,,,,,
NW_OR_008Timber,4,,,,,,,,,,,,,
NW_OR_008Timber West,4,,,,,,,,,,,,,
NW_OR_008State and Private,4,,,,,,,,,,,,,
CA_CA_005CA-CA-05,4,,,,,,,,,,,,,
CA_CA_005Bay Area Parks,4,,,,,,,,,,,,,
CA_CA_005Wilderness,4,,,,,,,,,,,,,
CA_CA_003Wilderness,4,,,,,,,,,,,,,
CA_CA_003General suppression,4,,,,,,,,,,,,,
CA_CA_003High resource values,4,,,,,,,,,,,,,
CA_CA_003SW Wilderness,4,,,,,,,,,,,,,
CA_CA_001KNFnotWild,4,,,,,,,,,,,,,
CA_CA_001KNFWild,4,,,,,,,,,,,,,
CA_CA_001Other sensitive,4,,,,,,,,,,,,,
CA_CA_001Wilderness,4,,,,,,,,,,,,,
CA_CA_001SRFWild,4,,,,,,,,,,,,,
CA_CA_001WUI,4,,,,,,,,,,,,,
CA_CA_001SRFWUI_HIA_YIA,4,,,,,,,,,,,,,
CA_CA_001SRFGen,4,,,,,,,,,,,,,
CA_CA_001RWPALL,4,,,,,,,,,,,,,
NW_OR_009Block Card B-14,4,,4,,6,,,4,2,,,,,
NW_OR_009Block Card B-5,4,1,4,1,5,,,4,2,,0,0,,0
NW_OR_009Block Card W-1,4,1,2,1,3,,,4,2,1,0,0,,0
NW_OR_009Block Card W-2,4,1,2,1,4,,,2,2,1,1,4,,0
NW_OR_009Block Card B-3,4,1,4,1,6,,,4,2,,0,0,,0
NW_OR_009State,4,1,2,1,6,,,2,2,1,1,4,,0
NW_OR_009Block Card L-7,4,,4,,4,,,6,2,,1,8,,
NW_OR_009Block Card L-6,4,1,4,1,5,,,0,2,,0,0,,0
NW_OR_009Block Card B-16,4,1,4,,2,,,6,2,1,1,8,,
NW_OR_009FMU - Eagle Cap,4,1,4,,0,,,4,2,,1,8,,
NW_OR_009Block Card B-10,4,1,4,1,5,,,2,4,,1,4,,0
NW_OR_009Block Card W-17,4,1,2,1,2,,,6,2,1,0,0,0,1
NW_OR_009Block Card B-7,4,1,4,1,6,,,2,2,,1,4,,1
NW_OR_009Block Card W-7,4,1,2,,4,,,6,2,,1,8,,
NW_OR_009Block Card W-9,4,1,2,,2,,,8,2,2,1,8,,
NW_OR_009Block Card W-10,4,1,4,0,0,,,2,4,,1,4,,0
NW_OR_009Block Card W-18,4,1,2,,1,,,6,2,2,1,4,,
NW_OR_009Block Card B-11,4,,4,,3,,,2,1,,,,,
NW_OR_009Block Card L-5,4,1,4,2,6,,,0,2,2,0,0,,1
NW_OR_010Wilderness,4,2,2,,2,,,8,1,1,1,4,,
NW_OR_010General Forest,4,1,4,1,4,,,2,1,1,1,1,,1
NW_OR_011WUI type,4,,,,,,,,,,,,,
NW_OR_011general forest type,4,,,,,,,,,,,,,
NW_WA_001San Juan NW001,4,,,,,,,,,,,,,
NW_WA_001Lewis NW001,4,,,,,,,,,,,,,
NW_WA_001Olympic Crew NW001,4,,1,,4,,,0,1,,1,1,,0
NW_WA_001Standard NW001,4,,1,,4,,,,1,0,1,1,,0
NW_WA_002NZ SZ Protection,4,1,3,0,3,,,,1,,,,,
NW_WA_002NZ GF Revision 1,4,1,3,0,3,,,2,1,,1,4,,
NW_WA_002SZ Wild Rev 1,4,0,3,0,1,,,4,1,,1,4,,
NW_WA_002NZ SZ Protect Rev 1,4,1,3,0,3,,,,1,,,,,
NW_WA_002NZ Wild Rev 1,4,0,3,0,1,,,4,1,,1,4,,
NW_WA_002SZ GF Revision 1,4,1,2,0,3,,,4,1,,1,2,,
NW_WA_003Non-Wilderness,4,,,,,,,,,,,,,
NW_WA_003ROLA Wilderness,4,,,,,,,,,,,,,
NW_WA_003WEN-Wilderness,4,,,,,,,,,,,,,
NW_WA_003OKA-Wilderness,4,,,,,,,,,,,,,
NW_WA_003Ste-Suppression,4,,,,,,,,,,,,,
NW_WA_003RED Zone,4,,,,,,,,,,,,,
NW_WA_007MHF_Wilderness S,4,2,8,,2,,,8,3,,2,16,,
NW_WA_007MHF_Wilderness,4,2,8,,2,,,8,2,,2,16,,
NW_WA_007MHF_Unit 4,4,2,4,2,5,,,1,1,,1,8,,1
NW_WA_007GP_CV_North,4,1,4,2,5,,,1,1,,1,8,,1
NW_WA_007MHF_Unit 1,4,2,4,2,6,,,1,1,,2,8,,1
NW_WA_007MHF_Unit 2,4,2,4,2,5,,,1,1,,1,8,,1
NW_WA_007MHF_Unit 3,4,2,4,2,6,,,2,2,,1,8,,1
NW_WA_007Gorge East,4,,,,,,,,,,,,,
NW_WA_007MHF_Wilderness E,4,2,8,,2,,,8,2,,2,16,,
NW_WA_007GP_MTA_East,4,2,4,2,6,,,1,1,,2,8,,1
NW_WA_007YAA-SP,4,,,,,,,,,,,,,
NW_WA_007YAA-MC,4,,,,,,,,,,,,,
NW_WA_007YAA-HB,4,2,2,2,3,,,,,,,,,1
NW_WA_007GP_MSH_West,4,2,4,2,5,,,1,1,,1,8,,1
NW_WA_007GP_Wilderness,4,3,8,2,2,,,3,3,,2,16,,0
SA_AL_001BH_Primary,4,,3,3,2,,,,,,,,,
SA_AL_001LIRI Canyon,4,0,3,0,1,,,,,,,,,
SA_AL_001Talladega_FWA,4,,2,2,2,,,,,,,,,
SA_AL_001Dugger_Wild,4,,2,0,1,,,,,,,,,
SA_AL_001HOBE,4,,1,0,1,,,,,,,,,
SA_AL_001FWS,4,,1,2,2,,,,,,,,,
SA_AL_001RUCA,4,0,2,0,2,,,,,,,,,
SA_AL_001Sipsey FWA,4,,1,0,1,,,,,,,,,
SA_AL_001CON_Primary,4,,1,2,2,,,,,,,,,
SA_AL_001Cheaha_Wild,4,,2,0,1,,,,,,,,,
SA_AL_001SC_FWA,4,,2,2,3,,,,,,,,,
SA_AL_001LIRI Upland,4,0,2,0,3,,,,,,,,,
SA_AL_001Tuskegee_FWA,4,,1,2,1,,,,,,,,,
SA_AL_001Oakmulgee_FWA,4,,2,2,1,,,,,,,,,
SW_AZ_001SCA EE,4,,,,,,,,,,,,,
SW_AZ_001SCA Sonora,4,,,,,,,,,,,,,
"SW_AZ_001NPS_SAP > 4,500'",4,,,,,,,,,,,,,
SW_AZ_001Low Potential,4,,,,,,,,,,,,,
SW_AZ_001Moderate Potential,4,,,,,,,,,,,,,
SW_AZ_001High Potential,4,,,,,,,,,,,,,
SW_AZ_001SCA WUI,4,,,,,,,,,,,,,
RM_SD_002Mark Browning,4,,1,,8,,,,,2,,,,1
RM_WY_002Esterbrook,4,1,2,1,4,,,1,1,,,,,
RM_WY_002High Desert District,4,1,1,0,4,,,1,1,1,,,,1
RM_WY_002Eastern Counties,4,1,1,0,4,,,1,1,1,,,,1
RM_WY_002MBF_Snowy,4,1,1,1,3,,,1,1,,,,,
RM_WY_002North Counties,4,1,2,1,9,,,2,2,1,,,,
RM_WY_002North Casper,4,1,2,1,4,,,2,2,1,,,,
NW_OR_003Wilderness,4,0,4,0,2,,,3,1,,2,4,,0
NW_OR_003FS Protection,4,1,2,0,3,,,3,1,,2,4,,0
NW_OR_003ODF Protection,4,1,2,2,5,0,0,0,2,0,0,0,0,0
NW_OR_003Private/WUI,4,2,3,2,6,,,3,3,,1,4,,0
CA_CA_014BDF Wilderness FMU,4,,,,,,,,,,,,,
CA_CA_014BIA Suppression FMU,4,,,,,,,,,,,,,
CA_CA_014BDF Suppression FMU,4,,,,,,,,,,,,,
CA_CA_014BLM CDD FMU's,4,,,,,,,,,,,,,
CA_CA_014BDF Threat FMU,4,,,,,,,,,,,,,
CA_CA_009OVICC 4,4,3,4,0,5,,,4,2,1,,,,3
CA_CA_004NPS WUI,4,,,,,,,,,,,,,
CA_CA_004Wilderness,4,,,,,,,,,,,,,
CA_CA_004Non DPA,4,,,,,,,,,,,,,
CA_CA_004USFS,4,,,,,,,,,,,,,
CA_CA_010BLM West Valley,4,3,4,3,6,,,4,4,1,,,,5
CA_CA_010Wilderness,4,,,,,,,,,,,,,
CA_CA_010WUI,4,,,,,,,,,,,,,
CA_CA_010Island,4,,,,,,,,,,,,,
CA_CA_012ANF Mutual Aid Resp,4,,,,,,,,,,,,,
CA_CA_012Standard ANF Resp,4,,,,,,,,,,,,,
CA_CA_012ANF Response Wilder,4,,,,,,,,,,,,,
GB_ID_002Non WUI Non Timber,4,1,2,1,5,,,4,3,,1,4,,1
GB_ID_002WUI Timber,4,2,2,2,6,,,6,4,,1,4,,2
GB_ID_002Non-WUI timber,4,1,2,1,5,,,4,3,,1,4,,1
GB_ID_002WFU logic,4,1,2,,3,,,8,3,,1,4,,
GB_ID_002WUI Non-Timber,4,2,2,2,6,,,6,4,,1,4,,2
GB_ID_003WFU,4,,,,,,,,,,,,,
GB_ID_003Desert/Range,4,,,,,,,,,,,,,
GB_ID_003Mountain,4,,,,,,,,,,,,,
GB_NV_001Pine Forest S. East,4,,,,,,,,,,,,,
GB_NV_001I-80,4,,,,,,,,,,,,,
GB_NV_001Elliott Wrencing,4,,,,,,,,,,,,,
GB_NV_003Mt Rose Wilderness,4,0,2,,2,,,2,1,0,0,0,,
GB_NV_003Carson River,4,2,2,1,9,,,2,1,2,0,0,,
GB_NV_003Aurora no dozer,4,2,2,0,7,,,2,1,2,0,0,,
GB_NV_003Carson River ND,4,2,2,0,9,,,2,1,2,0,0,,
GB_NV_003Como,4,1,3,1,5,,,2,1,2,1,4,,
GB_NV_003Churchill Ranges,4,2,3,1,6,,,2,1,2,1,5,,
GB_NV_003Lyon Basin,4,,,,,,,,,,,,,
GB_NV_003Fish Springs,4,2,2,2,7,,,2,1,2,1,5,,
GB_NV_003CCD SE ND,4,,,,,,,,,,,,,
GB_NV_003Churchill Basin,4,2,3,1,9,,,2,1,2,1,5,,
GB_NV_003Reno/Sparks ND,4,2,1,0,9,,,2,1,2,0,0,,
GB_NV_003Reno/Sparks,4,2,1,2,9,,,2,1,2,0,0,,
GB_NV_003Bridgeport WUI,4,2,2,0,7,,,2,1,2,0,0,,
GB_NV_003Fish Springs ND,4,2,2,0,7,,,2,1,2,0,0,,
GB_NV_003CCD SE,4,,,,,,,,,,,,,
GB_NV_004Master,4,2,,1,8,,,,,3,1,6,,2
GB_NV_004WUI,4,3,,1,10,,,,,3,1,6,,2
GB_NV_004WFU/WSA,4,,,,6,,,,,1,1,4,,0
GB_NV_006FWS Sensitive,4,,,,,,,,,,,,,
GB_NV_006Military Response,4,,,,,,,,,,,,,
GB_NV_006Grass WUI,4,,,,,,,,,,,,,
GB_NV_006Critical Tort,4,,,,,,,,,,,,,
GB_NV_006High Juniper,4,,,,,,,,,,,,,
GB_UT_002SWT No Retardant,4,0,4,,6,,,2,2,4,2,4,,1
GB_UT_002SWT Four,4,1,2,,6,,,2,2,4,2,4,,1
GB_UT_004Low Risk,4,1,2,,4,,,5,1,3,2,4,,2
GB_UT_004Moderate Risk,4,2,3,,5,,,5,2,3,2,4,,2
GB_UT_004High Risk,4,3,3,,6,,,5,2,4,2,4,,4
GB_UT_005All Zones HIEL,4,2,3,,5,,,9,2,1,2,5,,3
GB_UT_005All Zones LOEL,4,3,2,,4,,,18,2,1,2,8,,3
GB_WY_001WFU,4,,,,,,,,,,,,,
GB_WY_001NZ Protection,4,2,2,,4,,,6,3,,,,,1
GB_WY_001EZ Protection,4,1,2,,4,,,6,3,,,,,
GB_WY_001NZ BCR,4,1,2,,4,,,4,2,,1,2,,1
GB_WY_001WZ BCR,4,,3,,4,,,4,2,,1,5,,
GB_WY_001EZ BCR,4,1,2,,4,,,4,2,,1,2,,
GB_WY_001WZ Protection,4,1,2,,4,,,6,3,,,,,
NR_ID_001Roadless,4,2,5,,,,,4,4,6,3,9,,
NR_ID_001General_response,4,2,3,2,4,,,3,2,6,2,6,,3
NR_ID_001WUI,4,2,2,2,6,,,3,2,3,,,,2
NR_ID_001Wilderness,4,1,5,,,,,4,4,4,2,9,,
NR_MT_002FMU1/2,4,3,4,,3,,,3,3,1,0,0,,0
NR_MT_002FMU3,4,3,4,,2,,,3,3,1,2,5,,
NR_MT_002FMU4,4,3,4,,2,,,3,3,1,2,5,,
NR_MT_003FMU_WUI_Other,4,1,3,2,5,,,4,3,2,1,3,,4
NR_MT_003FMU_Wild,4,1,4,,4,,,3,2,,1,4,,
NR_MT_003FMU2_RES,4,2,3,2,5,,,4,3,2,1,4,,4
NR_MT_004FMU1_WUI,4,3,4,2,7,,,4,3,2,2,2,,4
NR_MT_004BIA_BFA,4,2,2,2,6,,,2,2,2,0,,0,2
NR_MT_004FMU3,4,3,4,,4,,,5,3,2,1,8,,2
NR_MT_004FMU2,4,3,4,2,6,,,4,3,3,2,6,,3
NR_MT_004FMU4_WFU,4,,4,,3,,,2,2,2,2,4,,1
NR_MT_005Modified,4,1,3,,4,,,3,3,1,1,8,,
NR_MT_005Limited Park,4,,,,,,,,,,,,,
NR_MT_005Full,4,1,2,,4,,,3,3,2,1,8,,
NR_MT_005North Modified,4,2,3,,4,,,3,3,2,1,8,,
NR_MT_005Limited,4,,,,,,,,,,,,,
NR_MT_006NR_MT_006_FMU2_Wild,4,1,3,,,,,2,1,,1,2,,
NR_MT_006NR_MT_006_FMU3,4,1,2,,3,,,2,2,1,1,1,,1
NR_MT_006NR_MT_006_FMU1,4,1,4,1,6,,,2,2,1,2,2,,2
NR_MT_006NR_MT_006_FMU2,4,1,4,1,6,,,2,2,1,2,2,,1
NR_MT_006NR_MT_006_FMU3_Wild,4,,2,,1,,,2,1,,1,2,,
"NR_MT_007DPA BLM (BO, SP)",4,,,,,,,,,,,,,
"NR_MT_007BRKS, LR",4,,,,,,,,,,,,,
NR_MT_007VFD IA Response,4,,,,,,,,,,,,,
"NR_MT_007PF, IR, MON",4,,,,,,,,,,,,,
NR_MT_007Rocky Boy,4,,,,,,,,,,,,,
NR_MT_007CMR,4,,,,,,,,,,,,,
NR_MT_007Fort Belknap,4,,,,,,,,,,,,,
NR_MT_001WUI,4,,,,,,,,,,,,,
NR_MT_001Wilderness,4,,,,,,,,,,,,,
NR_MT_001BIA Non WUI,4,,,,,,,,,,,,,
NR_MT_001Non WUI,4,,,,,,,,,,,,,
NR_MT_001BIA WUI,4,,,,,,,,,,,,,
NW_OR_002UPF GF LSR DL TL,4,1,8,1,8,,,6,1,,1,6,,1
NW_OR_002UPF GF LSR CG NU,4,1,8,0,7,,,6,1,,1,6,,1
NW_OR_002UPF Wilderness,4,1,10,,4,,,6,1,,1,6,,
NW_WA_008SPA Dispatch,4,,,,,,,,,,,,,
NW_WA_008COA 4 FMZ 1-2 4 Lev.,4,2,3,2,4,0,0,2,1,2,0,0,0,1
SA_AR_001pcr general,4,1,,2,7,,,,1,,,,,1
SA_AR_001GenFor IR AR01,4,1,,2,4,,,,,,,,,0
SA_AR_001GenFor IR AR02,4,1,,5,6,,,,1,,,,,1
SA_AR_001Wilderness IR,4,1,,0,7,,,,1,,,,,1
SA_FL_001BICY Racoon Point,4,,,,3,,,2,1,2,,,,
SA_FL_001BICY-THRT-DOZERS,4,,,2,3,,,2,2,2,,,,
SA_FL_001EVER,4,,,,3,,,2,2,2,,,,
SA_FL_001FPR,4,,,2,3,,,1,2,2,,,,1
SA_FL_001LXR,4,,,,0,2,0,1,2,2,,,,
SA_FL_001NKR,4,,,1,4,,,1,2,,,,,1
SA_FL_001FLSEA Dispatch Log 1,4,,,3,3,,,,1,,,,1,
SA_FL_001JNR,4,,,,3,,,1,2,,,,,1
SA_FL_002OKR_Uplands,4,1,,0,2,,,0,1,,,,2,
SA_FL_002FS_Wilderness,4,1,,,4,,,,1,,,,0,
SA_FL_002FS_Mixed_Ownership,4,1,,,4,,,,2,,,,4,1
SA_FL_002FS_General_Forest,4,1,,,4,,,,1,,,,4,
