changes,resource name,resource type,staffing,shift start time,shift end time,start day,end day,season start day,season end day,dipatch location,% avail,daily cost,hourly cost,water volume (gal),severity resource,full time employees (FTE),number of positions,annual costs,vehicle costs,fpu,fixed location,borrowable,agency,If HELI attached Helicopter,Question/Comments
,CA-TGU-2554,EN34,3,0,2345,1,7,1,365,Paskenta FFS,100,0,0,500,n,0,0,0,0,CA_CA_005,0,1,STATE/LOCAL,,Positions are not ? staffing
,CA-TGU-2564,EN34,3,0,2345,1,7,1,365,Elk Crk FFS,100,0,0,500,n,0,0,0,0,CA_CA_005,0,1,STATE/LOCAL,,Positions are not ? staffing
,CA-TGU-2571,EN34,3,0,2345,1,7,1,365,Red Bluff FFS,100,0,0,500,n,0,0,0,0,CA_CA_005,0,1,STATE/LOCAL,,Positions are not ? staffing
,CA-TGU-D2542,DZR2,1,800,1700,1,7,1,365,Red Bluff FFS,100,0,0,0,n,0,0,0,0,CA_CA_005,0,1,STATE/LOCAL,,Positions are not ? staffing
,CA-TGU-D2544,DZR2,1,800,1700,1,7,1,365,Salt Creek CC,100,0,0,0,n,0,0,0,0,CA_CA_005,0,1,STATE/LOCAL,,Positions are not ? staffing
,CA-TGU-H205,HEL2,2,800,1800,1,7,1,365,Vina HB,75,0,0,0,n,0,0,0,0,CA_CA_005,0,1,STATE/LOCAL,n/a,365 days.  Positions are not ? staffing
,CA-TGU-H205-Crw,HELI,8,800,1700,1,7,1,365,Vina HB,100,0,0,0,n,0,0,0,0,CA_CA_005,0,1,STATE/LOCAL,CA-TGU-H205,"HELI 365 days, attached HEL 365 days.  Positions are not ? staffing"
,CA-TGU-St Cw 1,CRW,15,800,1700,1,7,1,365,Salt Creek CC,100,0,0,0,n,0,0,0,0,CA_CA_005,0,1,STATE/LOCAL,,Positions are not ? staffing
,CA-TGU-St Cw 2,CRW,15,800,1700,1,7,1,365,Salt Creek CC,100,0,0,0,n,0,0,0,0,CA_CA_005,0,1,STATE/LOCAL,,Positions are not ? staffing
,CA-TGU-VV Cw 1,CRW,15,800,1700,1,7,1,365,Valley View CC,100,0,0,0,n,0,0,0,0,CA_CA_005,0,1,STATE/LOCAL,,Positions are not ? staffing
,CA-TGU-VV Cw 2,CRW,15,800,1700,1,7,1,365,Valley View CC,100,0,0,0,n,0,0,0,0,CA_CA_005,0,1,STATE/LOCAL,,Positions are not ? staffing
,CON T3 St #81,EN34,2,0,2345,1,7,1,365,Contra Costa #81 FFS,100,0,0,1000,n,0,3,0,0,CA_CA_005,0,1,STATE/LOCAL,,
,Courtland FFS,EN34,3,0,2345,1,7,1,365,Courtland FFS,100,0,0,500,n,2,5,0,0,CA_CA_005,0,1,STATE/LOCAL,,
,Marin T3 Eng PR,EN34,3,0,2345,1,7,1,365,Point Reyes County Station,100,0,0,500,n,0,3,0,0,CA_CA_005,0,1,STATE/LOCAL,,
,Marin T3E To-Mo,EN34,3,0,2345,1,7,1,365,Throck-Morton - Marin Co,100,0,0,500,n,0,3,0,0,CA_CA_005,0,1,STATE/LOCAL,,
,American River,CRW,20,930,1800,1,5,1,365,Foresthill Workcenter and Rang,40,0,0,0,n,15,20,686000,0,CA_CA_006,0,1,FS,,
,ENF 516 Heli,HELI,20,930,1800,1,7,1,365,Big Hill Helibase/Lookout,100,0,0,0,n,15,31,1004078,0,CA_CA_006,0,1,FS,ENF Copter 516,HELI 365 days; attached HEL 123 days
,ENF Copter 516,HEL2,1,930,1800,1,7,166,288,Big Hill Helibase/Lookout,100,0,0,0,n,0,0,0,0,CA_CA_006,0,1,FS,n/a,123 day contract.  Positions are not ? staffing
,ENF Crew 33,CRW,10,930,1800,3,7,1,365,Georgetown Ranger Station,100,0,0,0,n,5,10,314093,0,CA_CA_006,0,1,FS,,
,ENF Crew 36,CRW,10,930,1800,3,7,1,365,Grizzly Station,100,0,0,0,n,5,10,314093,0,CA_CA_006,0,1,FS,,
,ENF Dozer 3,DZR2,3,730,1800,2,5,1,365,Sierra Springs Engine Station,100,0,0,0,n,2,3,210245,0,CA_CA_006,0,1,FS,,
,ENF ENGINE 13,EN34,5,930,1800,1,7,1,365,Dew Drop CDF USFS Interagency,100,0,0,500,n,6,7,283161,0,CA_CA_006,0,1,FS,,
,ENF Engine 14,EN34,5,930,1800,1,7,1,365,Lumberyard Engine Station,100,0,0,500,n,6,7,283161,0,CA_CA_006,0,1,FS,,
,ENF Engine 33,EN34,5,930,1800,1,7,1,365,Georgetown Ranger Station,100,0,0,500,n,6,7,283161,0,CA_CA_006,0,1,FS,,
,ENF Engine 34,EN34,5,930,1800,1,7,1,365,Quintette Engine Station,100,0,0,500,n,6,7,283161,0,CA_CA_006,0,1,FS,,
,ENF Engine 53,EN34,5,930,1800,1,7,1,365,Pacific Ranger Station,100,0,0,500,n,6,7,283161,0,CA_CA_006,0,1,FS,,
,ENF Engine 54,EN34,5,930,1800,1,7,1,365,Crystal Engine Station,100,0,0,500,n,6,7,283161,0,CA_CA_006,0,1,FS,,
,ENF Engine 63,EN34,5,930,1800,1,7,1,365,Grizzly Station,100,0,0,500,n,6,7,283161,0,CA_CA_006,0,1,FS,,
,ENF Engine 64,EN34,5,930,1800,1,7,1,365,Kyburz Fire Station,100,0,0,500,n,6,7,283161,0,CA_CA_006,0,1,FS,,
,ENF Engine 65,EN34,5,930,1800,1,7,1,365,Sierra Springs Engine Station,100,0,0,500,n,6,7,283161,0,CA_CA_006,0,1,FS,,
,ENF Engine 66,EN34,5,930,1800,1,7,1,365,Sierra Springs Engine Station,100,0,0,500,n,6,7,283161,0,CA_CA_006,0,1,FS,,
,ENF WT 5,WT,2,930,1800,1,7,1,365,Georgetown Ranger Station,100,0,0,0,n,2.5,3,97955,0,CA_CA_006,0,1,FS,,
,ENF WT- 6,WT,2,930,1800,1,7,1,365,Lumberyard Engine Station,100,0,0,0,n,2.5,3,97955,0,CA_CA_006,0,1,FS,,
,TMU Crew 19,CRW,20,930,1800,1,5,1,365,Meyers Work Center,100,0,0,0,n,20,20,656435,0,CA_CA_006,0,1,FS,,
,TMU Engine 41,EN34,5,930,1800,1,7,1,365,Meyers Fire Station,100,0,0,500,n,7,7,285564,0,CA_CA_006,0,1,FS,,
,TMU Engine 42,EN34,5,930,1800,1,7,1,365,Meyers Fire Station,100,0,0,500,n,7,7,285564,0,CA_CA_006,0,1,FS,,
,TMU Engine 43,EN34,5,930,1800,1,7,1,365,Meeks Bay Station,100,0,0,500,n,7,7,285564,0,CA_CA_006,0,1,FS,,
,TMU Engine 44,EN34,5,930,1800,1,7,1,365,Spooner Station,100,0,0,500,n,7,7,285564,0,CA_CA_006,0,1,FS,,
,TMU Fuels Crew4,CRW,20,700,1730,2,5,1,365,Meyers Work Center,100,0,0,0,n,0,0,0,0,CA_CA_006,0,1,FS,,Positions are not ? staffing
,TMU OC 36,CRW,20,900,1800,1,7,152,304,Meyers Work Center,0,0,0,0,n,0,0,0,0,CA_CA_006,0,1,FS,,Why have resource listed if having 0% availability?  Positions are not ? staffing
,TMU OC 37,CRW,20,900,1800,1,7,152,304,Meyers Work Center,0,0,0,0,n,0,0,0,0,CA_CA_006,0,1,FS,,Why have resource listed if having 0% availability?  Positions are not ? staffing
,TMU WT4,WT,2,930,1800,1,7,1,365,Meyers Work Center,100,0,0,0,n,0,0,0,0,CA_CA_006,0,1,FS,,Positions are not ? staffing
,TNF 514 Heli,HELI,10,930,1800,1,7,1,365,Whitecloud Station,100,0,0,0,n,18,26,485442,0,CA_CA_006,0,1,FS,TNF copter 514,"HELI 365 days, attached HEL 120 days"
,TNF Crew 1,CRW,20,930,1800,1,5,1,365,Hobart Mills Work Center,100,0,0,0,n,15,20,671922,0,CA_CA_006,0,1,FS,,
,TNF Engine 31,EN34,5,930,1800,1,7,1,365,Camptonville Station,100,0,0,500,n,6,7,292323,0,CA_CA_006,0,1,FS,,
,TNF Engine 32,EN34,5,930,1800,1,7,1,365,Downieville Station,100,0,0,500,n,6,7,292323,0,CA_CA_006,0,1,FS,,
,TNF Engine 33,EN34,5,930,1800,1,7,1,365,Whitecloud Station,100,0,0,500,n,6,7,292323,0,CA_CA_006,0,1,FS,,
,TNF Engine 34,EN34,5,930,1800,1,7,1,365,Big Bend Station,100,0,0,500,n,6,7,292323,0,CA_CA_006,0,1,FS,,
,TNF Engine 41,EN34,5,930,1800,1,7,1,365,Foresthill Workcenter and Rang,100,0,0,500,n,6,7,292323,0,CA_CA_006,0,1,FS,,
,TNF Engine 42,EN34,5,930,1800,1,7,1,365,Foresthill Workcenter and Rang,100,0,0,500,n,6,7,292323,0,CA_CA_006,0,1,FS,,
,TNF Engine 61,EN34,5,930,1800,1,7,1,365,Sierraville Station and RD,100,0,0,500,n,6,7,292323,0,CA_CA_006,0,1,FS,,
,TNF Engine 62,EN34,5,930,1800,1,7,1,365,Lewis Mill Station,100,0,0,500,n,6,7,292323,0,CA_CA_006,0,1,FS,,
,TNF Engine 71,EN34,5,930,1800,1,7,1,365,Truckee Work Center,100,0,0,500,n,6,7,292323,0,CA_CA_006,0,1,FS,,
,TNF Engine 72,EN34,5,930,1800,1,7,1,365,Stampede Engine Station,100,0,0,500,n,6,7,292323,0,CA_CA_006,0,1,FS,,
,TNF Engine 73,EN34,5,930,1800,1,7,1,365,Truckee Work Center,100,0,0,500,n,6,7,292323,0,CA_CA_006,0,1,FS,,
,TNF WT 12,WT,2,930,1800,1,7,1,365,Camptonville Station,100,0,0,0,n,2.5,3,101134,0,CA_CA_006,0,1,FS,,
,TNF WT 22,WT,2,930,1800,1,7,1,365,Big Bend Station,100,0,0,0,n,2.5,3,101134,0,CA_CA_006,0,1,FS,,
,TNF copter 514,HEL2,1,930,1800,1,7,152,271,Whitecloud Station,100,0,0,0,n,0,0,0,0,CA_CA_006,0,1,FS,n/a,120 day contract.  Positions are not ? staffing
,AEU Dozer 4541,DZR2,1,0,2345,1,7,1,365,El Dorado CAL FIRE Station,40,0,0,0,n,0,2,0,0,CA_CA_006,0,1,STATE/LOCAL,,
,AEU Dozer 4544,DZR2,1,0,2345,1,7,1,365,Sutter Hill CAL FIRE Station,40,0,0,0,n,0,2,0,0,CA_CA_006,0,1,STATE/LOCAL,,
,AEU Engine 2754,EN34,3,930,1800,1,7,1,365,Lake Valley FPD Sta 5,40,0,0,500,n,0,5,0,0,CA_CA_006,0,1,STATE/LOCAL,,
,AEU Engine 4560,EN34,3,0,2345,1,7,120,312,Zion CAL FIRE Station,40,0,0,500,n,0,5,0,0,CA_CA_006,0,1,STATE/LOCAL,,
,AEU Engine 4575,EN34,3,0,2345,1,7,1,365,El Dorado CAL FIRE Station,40,0,0,500,n,0,5,0,0,CA_CA_006,0,1,STATE/LOCAL,,
,AEU Engine 4576,EN34,3,0,2345,1,7,120,312,Garden Valley CAL FIRE Station,30,0,0,500,n,0,5,0,0,CA_CA_006,0,1,STATE/LOCAL,,
,AEU Engine 4578,EN34,3,0,2345,1,7,1,365,Mount Danaher CAL FIRE Station,40,0,0,500,n,0,5,0,0,CA_CA_006,0,1,STATE/LOCAL,,
,AEU Engine 4579,EN34,3,0,2345,1,7,120,312,Pilot Hill CAL FIRE Station,100,0,0,500,n,0,5,0,0,CA_CA_006,0,1,STATE/LOCAL,,
,AEU Engine 4580,EN34,3,0,2345,1,7,120,312,Pine Lodge CAL FIRE Station,100,0,0,500,n,0,5,0,0,CA_CA_006,0,1,STATE/LOCAL,,
,AEU Engine 4581,EN34,3,0,2345,1,7,1,365,Sutter Hill CAL FIRE Station,100,0,0,500,n,0,5,0,0,CA_CA_006,0,1,STATE/LOCAL,,
,Amador Co E-11,EN12,2,800,1700,1,7,1,365,Amador FPD Sta. 111,100,0,0,500,n,0,2,0,0,CA_CA_006,0,1,STATE/LOCAL,,Per NWCG minimum staffing for EN12 is:  T1 = 4 and T2 = 3
,Angora Crew 7,CRW,10,930,1800,2,6,121,288,Lake Valley FPD Sta 7,30,0,0,0,n,0,10,0,0,CA_CA_006,0,1,STATE/LOCAL,,
,CALAV Brush E5,EN34,3,800,1700,1,7,1,365,Lake Valley FPD Sta 5,10,0,0,500,n,0,5,0,0,CA_CA_006,0,1,STATE/LOCAL,,
,CALAV WT6,WT,1,800,1700,1,7,1,365,Lake Valley FPD Sta 6,30,0,0,0,n,0,2,0,0,CA_CA_006,0,1,STATE/LOCAL,,
,CAM PRK ENG 389,EN34,3,0,2345,1,7,1,365,Cameron Park FD Station 89,100,0,0,500,n,0,5,0,0,CA_CA_006,0,1,STATE/LOCAL,,
,CAM PRK Eng 289,EN12,3,0,2345,1,7,1,365,Cameron Park FD Station 89,100,0,0,500,n,0,5,0,0,CA_CA_006,0,1,STATE/LOCAL,,
,ELD HILL EN 286,EN34,3,0,2345,1,7,1,365,Eldorado Hills FD Station 86,100,0,0,500,n,0,5,0,0,CA_CA_006,0,1,STATE/LOCAL,,
,ELD HILL ENG 84,EN12,3,0,2345,1,7,1,365,Eldorado Hills FD Station 84,100,0,0,500,n,0,5,0,0,CA_CA_006,0,1,STATE/LOCAL,,
,ELD HILL ENG 86,EN12,3,0,2345,1,7,1,365,Eldorado Hills FD Station 86,100,0,0,500,n,0,5,0,0,CA_CA_006,0,1,STATE/LOCAL,,
,ELD HILL WT 41,WT,1,0,2345,1,7,1,365,Eldorado Hills FD Station 86,100,0,0,0,n,0,0,0,0,CA_CA_006,0,1,STATE/LOCAL,,Positions are not ? staffing
,ELDO CO E 21,EN12,2,800,1700,1,7,1,365,ElDorado Station 21,40,0,0,500,n,0,2,0,0,CA_CA_006,0,1,STATE/LOCAL,,Per NWCG minimum staffing for EN12 is:  T1 = 4 and T2 = 3
,ELDO CO E-17,EN12,2,800,1700,1,7,1,365,El Dorado County Sta. 17,40,0,0,500,n,0,2,0,0,CA_CA_006,0,1,STATE/LOCAL,,Per NWCG minimum staffing for EN12 is:  T1 = 4 and T2 = 3
,GLB2,CRW,17,0,2345,1,7,1,365,Growlersburg CC CAL FIRE,40,0,0,0,n,0,17,0,0,CA_CA_006,0,1,STATE/LOCAL,,
,GT FPD E-61,EN12,2,800,1700,1,7,1,365,Georgetown Sta. 61,40,0,0,500,n,0,2,0,0,CA_CA_006,0,1,STATE/LOCAL,,Per NWCG minimum staffing for EN12 is:  T1 = 4 and T2 = 3
,Galt City FD,EN34,5,0,2345,1,7,1,365,Galt City FD,40,0,0,500,n,0,5,0,0,CA_CA_006,0,1,STATE/LOCAL,,
,Growlersburg,CRW,17,0,2345,1,7,1,365,Growlersburg CC CAL FIRE,100,0,0,0,n,0,17,0,0,CA_CA_006,0,1,STATE/LOCAL,,
,Incline,CRW,20,930,1800,3,7,120,312,N. Lake Tahoe FPD Sta. 11,30,0,0,0,n,0,20,0,0,CA_CA_006,0,1,STATE/LOCAL,,
,Meeks Bay B62,EN34,3,800,1700,1,7,1,365,Meeks Bay FPD,10,0,0,500,n,0,5,0,0,CA_CA_006,0,1,STATE/LOCAL,,
,N. Tahoe B51,EN34,3,800,1700,1,7,1,365,N. Tahoe FPD Sta. 52,10,0,0,500,n,0,5,0,0,CA_CA_006,0,1,STATE/LOCAL,,
,N. Tahoe B52,EN34,3,800,1700,1,7,1,365,N. Tahoe FPD Sta. 52,10,0,0,500,n,0,5,0,0,CA_CA_006,0,1,STATE/LOCAL,,
,N. Tahoe WT54,WT,1,800,1700,1,7,1,365,N. Tahoe FPD Sta. 54,30,0,0,0,n,0,2,0,0,CA_CA_006,0,1,STATE/LOCAL,,
,NEU Dozer 2340,DZR2,1,930,1800,1,7,1,365,Nevada City CAL FIRE Station,40,0,0,0,n,0,1,0,0,CA_CA_006,0,1,STATE/LOCAL,,
,NEU Dozer 2341,DZR3,1,0,2345,1,7,1,365,Dobbins CAL FIRE Station,40,0,0,0,n,0,1,0,0,CA_CA_006,0,1,STATE/LOCAL,,
,NEU Dozer 2342,DZR2,1,0,2345,1,7,1,365,Auburn CAL FIRE Station,40,0,0,0,n,0,1,0,0,CA_CA_006,0,1,STATE/LOCAL,,
,NEU Engine 2363,EN34,3,0,2345,1,7,1,365,Auburn CAL FIRE Station,40,0,0,500,n,0,5,0,0,CA_CA_006,0,1,STATE/LOCAL,,
,NEU Engine 2369,EN34,3,100,2345,1,7,135,288,Higgins CAL FIRE Station,40,0,0,500,n,0,5,0,0,CA_CA_006,0,1,STATE/LOCAL,,
,NEU Engine 2371,EN34,3,930,1800,1,7,152,288,Columbia Hill CAL FIRE Station,20,0,0,500,n,0,5,0,0,CA_CA_006,0,1,STATE/LOCAL,,
,NEU Engine 2374,EN34,3,930,1800,1,7,120,312,Foresthill CAL FIRE Station,40,0,0,500,n,0,5,0,0,CA_CA_006,0,1,STATE/LOCAL,,
,NEU Engine 2379,EN34,3,0,2345,1,7,135,288,Higgins CAL FIRE Station,40,0,0,500,n,0,5,0,0,CA_CA_006,0,1,STATE/LOCAL,,
,NEU Engine 2381,EN34,3,0,2345,1,7,120,312,Dobbins CAL FIRE Station,40,0,0,500,n,0,5,0,0,CA_CA_006,0,1,STATE/LOCAL,,
,NEU Engine 2384,EN34,3,930,1800,1,7,1,365,Nevada City CAL FIRE Station,40,0,0,500,n,0,5,0,0,CA_CA_006,0,1,STATE/LOCAL,,
,NEU Engine 2385,EN34,3,0,2345,1,7,1,365,Colfax CAL FIRE Station,40,0,0,500,n,0,5,0,0,CA_CA_006,0,1,STATE/LOCAL,,
,NEU Engine 2387,EN34,3,930,1800,1,7,120,312,Alta CAL FIRE Station,40,0,0,500,n,0,5,0,0,CA_CA_006,0,1,STATE/LOCAL,,
,NEU Engine 2388,EN34,3,930,1800,1,7,1,365,N. Tahoe FPD Sta. 53,40,0,0,500,n,0,5,0,0,CA_CA_006,0,1,STATE/LOCAL,,
,NEU Engine 4160,EN34,3,0,2345,1,7,120,312,Smartsville CAL FIRE Station,100,0,0,500,n,0,5,0,0,CA_CA_006,0,1,STATE/LOCAL,,
,NEU WT 4190,WT,1,0,2345,1,7,1,365,Smartsville CAL FIRE Station,40,0,0,0,n,0,1,0,0,CA_CA_006,0,1,STATE/LOCAL,,
,NLTFPD B11,EN34,3,800,1700,1,7,1,365,N. Lake Tahoe FPD Sta. 11,10,0,0,500,n,0,5,0,0,CA_CA_006,0,1,STATE/LOCAL,,
,NVTDFPD B12,EN34,3,800,1700,1,7,1,365,Tahoe Douglas Sta. 1,10,0,0,500,n,0,5,0,0,CA_CA_006,0,1,STATE/LOCAL,,
,NVTDFPD WT4,WT,1,800,1700,1,7,1,365,Tahoe Douglas Sta. 4,30,0,0,0,n,0,2,0,0,CA_CA_006,0,1,STATE/LOCAL,,
,PGV2,CRW,17,0,2345,1,7,1,365,Zion CAL FIRE Station,40,0,0,0,n,0,17,0,0,CA_CA_006,0,1,STATE/LOCAL,,
,Pine Grove CAmp,CRW,17,0,2345,1,7,1,365,Zion CAL FIRE Station,40,0,0,0,n,0,34,0,0,CA_CA_006,0,1,STATE/LOCAL,,
,Pine Grove Camp,CRW,17,930,1800,1,7,1,365,Pine Grove Camp,40,0,0,0,n,0,17,0,0,CA_CA_006,0,1,STATE/LOCAL,,
,Pioneer FD E-38,EN12,2,800,1700,1,7,1,365,Pioneer FPD Sta. 38,40,0,0,500,n,0,2,0,0,CA_CA_006,0,1,STATE/LOCAL,,Per NWCG minimum staffing for EN12 is:  T1 = 4 and T2 = 3
,Rifle Peak,CRW,20,930,1800,2,6,120,312,N. Lake Tahoe FPD Sta. 11,30,0,0,0,n,0,20,0,0,CA_CA_006,0,1,STATE/LOCAL,,
,Slide Mtn.,CRW,20,930,1800,1,5,120,312,N. Lake Tahoe FPD Sta. 11,30,0,0,0,n,0,20,0,0,CA_CA_006,0,1,STATE/LOCAL,,
,Thornton FPD,EN56,2,930,1800,2,6,1,365,Thornton FPD,40,0,0,150,n,0,2,0,0,CA_CA_006,0,1,STATE/LOCAL,,
,Wash Ridge_2,CRW,17,930,1800,1,7,1,365,Washington Ridge CDC,40,0,0,0,n,0,17,0,0,CA_CA_006,0,1,STATE/LOCAL,,
,Wilton FPD ENG,EN56,2,930,1800,2,6,1,365,Wilton FPD,40,0,0,150,n,0,2,0,0,CA_CA_006,0,1,STATE/LOCAL,,
,Zephyr,CRW,10,930,1800,2,6,120,312,Tahoe Douglas Sta. 3,30,0,0,0,n,0,10,0,0,CA_CA_006,0,1,STATE/LOCAL,,
,SNF  WT-1,WT,1,930,1800,1,7,1,365,Batterson Workcenter,100,0,0,0,n,1.5,2,101200,0,CA_CA_007,0,1,FS,,
,SNF Crane ValHS,CRW,20,800,1830,3,6,1,365,Douglas Station,100,0,0,0,n,14.5,20,677300,0,CA_CA_007,0,1,FS,,
,SNF DZ-2,DZR2,1,930,1800,1,7,1,365,Auberry Station,100,0,0,0,n,3,3,217500,0,CA_CA_007,0,1,FS,,
,SNF E-11,EN34,5,930,1800,1,7,1,365,Jerseydale Station,100,0,0,500,n,6,7,292400,0,CA_CA_007,0,1,FS,,
,SNF E-12,EN34,5,930,1800,1,7,1,365,Mid Pines Station,100,0,0,500,n,6,7,292400,0,CA_CA_007,0,1,FS,,
,SNF E-13,EN34,5,930,1800,1,7,1,365,Batterson Workcenter,100,0,0,500,n,6,7,292400,0,CA_CA_007,0,1,FS,,
,SNF E-14,EN34,5,930,1800,1,7,1,365,Westfall Station,100,0,0,500,n,6,7,292400,0,CA_CA_007,0,1,FS,,
,SNF E-31,EN34,5,930,1800,1,7,1,365,Mt. Rest Station,100,0,0,500,n,6,7,292400,0,CA_CA_007,0,1,FS,,
,SNF E-32,EN34,5,930,1800,1,7,1,365,Big Creek Station,100,0,0,500,n,6,7,292400,0,CA_CA_007,0,1,FS,,
,SNF E-41,EN34,5,930,1800,1,7,1,365,Trimmer Workcenter,100,0,0,500,n,6,7,292400,0,CA_CA_007,0,1,FS,,
,SNF E-42,EN34,5,930,1800,1,7,1,365,Blue Canyon Station,100,0,0,500,n,6,7,292400,0,CA_CA_007,0,1,FS,,
,SNF E-43,EN34,5,930,1800,1,7,1,365,Dinkey Station,100,0,0,500,n,6,7,292400,0,CA_CA_007,0,1,FS,,
,SNF E-51,EN34,5,930,1800,1,7,1,365,North Fork Station,100,0,0,500,n,6,7,292400,0,CA_CA_007,0,1,FS,,
,SNF E-52,EN34,5,930,1800,1,7,1,365,Clearwater Station,100,0,0,500,n,6,7,292400,0,CA_CA_007,0,1,FS,,
,SNF E-53,EN34,5,930,1800,1,7,1,365,Minarets Workcenter,100,0,0,500,n,6,7,292400,0,CA_CA_007,0,1,FS,,
,SNF Fresno 3,CRW,20,930,1800,1,7,182,258,Fresno Airport,100,0,0,0,n,0,20,10400,0,CA_CA_007,0,1,FS,,
,SNF Fresno 4,CRW,20,930,1800,1,7,182,258,Fresno Airport,100,0,0,0,n,0,20,10400,0,CA_CA_007,0,1,FS,,
,SNF H-520,HEL2,2,930,1800,1,7,166,288,Trimmer Workcenter,100,0,0,0,n,0,2,0,0,CA_CA_007,0,1,FS,n/a,123 day contract
,SNF Helitack,HELI,7,930,1800,1,7,1,365,Trimmer Workcenter,100,0,0,0,n,10.5,15,485500,0,CA_CA_007,0,1,FS,SNF H-520,"HELI 365 days, attached HEL 123 days"
,SNF Kngs Riv HS,CRW,20,800,1830,7,3,1,365,Trimmer Workcenter,100,0,0,0,n,14.5,20,677300,0,CA_CA_007,0,1,FS,,
,SNF WT-2,WT,1,930,1800,1,7,1,365,Auberry Station,100,0,0,0,n,1.5,2,101200,0,CA_CA_007,0,1,FS,,
,STF Crew 1,CRW,10,830,1700,3,7,1,365,Long Barn Station,100,0,0,0,n,7.5,10,324400,0,CA_CA_007,0,1,FS,,
,STF Crew 2,CRW,10,830,1700,2,6,1,365,Dorrington Station,100,0,0,0,n,7.5,10,324400,0,CA_CA_007,0,1,FS,,
,STF Crew 3,CRW,10,830,1700,1,5,1,365,Strawberry Workcenter,100,0,0,0,n,7.5,10,324400,0,CA_CA_007,0,1,FS,,
,STF Crew 41,CRW,10,830,1700,3,7,1,365,Buck Meadows Station,100,0,0,0,n,7.5,10,324400,0,CA_CA_007,0,1,FS,,
,STF DZ-51,DZR2,2,830,1700,2,6,1,365,CA_CA_007Supervisors Office,100,0,0,0,n,3,3,217500,0,CA_CA_007,0,1,FS,,
,STF DZ-52,DZR2,2,830,1700,2,6,1,365,CA_CA_007Supervisors Office,100,0,0,0,n,3,3,217500,0,CA_CA_007,0,1,FS,,
,STF E-12,EN34,5,930,1800,1,7,1,365,Long Barn Station,100,0,0,500,n,6,7,292400,0,CA_CA_007,0,1,FS,,
,STF E-13,EN34,5,930,1800,1,7,1,365,Cottonwood Station (temporary),100,0,0,500,n,6,7,292400,0,CA_CA_007,0,1,FS,,
,STF E-14,EN34,5,930,1800,1,7,1,365,Mt. Knight Station (temporary),100,0,0,500,n,6,7,292400,0,CA_CA_007,0,1,FS,,
,STF E-22,EN34,5,930,1800,1,7,1,365,Dorrington Station,100,0,0,500,n,6,7,292400,0,CA_CA_007,0,1,FS,,
,STF E-32,EN34,5,930,1800,1,7,1,365,Pinecrest Station,100,0,0,500,n,6,7,292400,0,CA_CA_007,0,1,FS,,
,STF E-33,EN34,5,930,1800,1,7,1,365,Brightman Station,100,0,0,500,n,6,7,292400,0,CA_CA_007,0,1,FS,,
,STF E-34,EN34,5,930,1800,1,7,1,365,Dry Meadow Station,100,0,0,500,n,6,7,292400,0,CA_CA_007,0,1,FS,,
,STF E-42,EN34,5,930,1800,1,7,1,365,Buck Meadows Station,100,0,0,500,n,6,7,292400,0,CA_CA_007,0,1,FS,,
,STF E-43,EN34,5,930,1800,1,7,1,365,McDiarmid Station,100,0,0,500,n,6,7,292400,0,CA_CA_007,0,1,FS,,
,STF E-44,EN34,5,930,1800,1,7,1,365,Cherry Station,100,0,0,500,n,6,7,292400,0,CA_CA_007,0,1,FS,,
,STF E-45,EN34,5,930,1800,1,7,1,365,Kinsley Station,100,0,0,500,n,6,7,292400,0,CA_CA_007,0,1,FS,,
,STF E-46,EN34,5,930,1800,1,7,1,365,Hodgdon Meadow,100,0,0,500,n,6,7,292400,0,CA_CA_007,0,1,FS,,
,STF GrovelandHS,CRW,20,930,1800,1,5,1,365,Buck Meadows Station,100,0,0,0,n,14.5,20,677300,0,CA_CA_007,0,1,FS,,
,STF H-517,HEL2,2,930,1800,1,7,166,288,Bald Mountain Helibase,100,0,0,0,n,0,2,0,0,CA_CA_007,0,1,FS,n/a,123 day contract
,STF Helitack,HELI,10,930,1800,1,7,1,365,Bald Mountain Helibase,100,0,0,0,n,10.5,15,485500,0,CA_CA_007,0,1,FS,STF H-517,"HELI 365 days, attached HEL 123 days"
,STF WT-12,WT,1,930,1800,1,7,1,365,Long Barn Station,100,0,0,0,n,1.5,2,101200,0,CA_CA_007,0,1,FS,,
,STF WT-42,WT,1,930,1800,1,7,1,365,Buck Meadows Station,100,0,0,0,n,1.5,2,101200,0,CA_CA_007,0,1,FS,,
,LUR E-3150,EN34,5,930,1800,1,7,1,365,Blue Goose,100,0,0,500,n,4.5,5,185000,0,CA_CA_007,0,1,FWS,,
,LUR E-3151,EN56,2,930,1800,1,7,1,365,Blue Goose,50,0,0,300,n,0.5,2,10539,0,CA_CA_007,0,1,FWS,,
,LUR E-3152,EN56,3,930,1800,1,7,1,365,Blue Goose,100,0,0,300,n,1,3,25000,0,CA_CA_007,0,1,FWS,,
,LUR WT-3197,WT,1,930,1800,1,7,1,365,Blue Goose,50,0,0,0,n,0.5,1,10539,0,CA_CA_007,0,1,FWS,,
,YNP Crew 6,CRW,10,700,1730,2,5,1,365,Wawona Station,100,0,0,0,n,6,10,0,0,CA_CA_007,0,1,NPS,,
,YNP Crew 7,CRW,20,800,1830,3,6,1,365,El Portal,100,0,0,0,n,11,20,0,0,CA_CA_007,0,1,NPS,,
